Date,Open,High,Low,Close,Adj Close,Volume
2009-05-01,17.971428,19.414286,17.054285,19.401428,12.887305,2364285700
2009-06-01,19.495714,20.914286,18.982857,20.347143,13.515490,3168893000
2009-07-01,20.500000,23.571428,19.202858,23.341429,15.504430,2735534200
2009-08-01,23.601429,24.641428,22.774286,24.030001,15.961808,2041281200
2009-09-01,23.998571,26.985714,23.444286,26.478571,17.588263,2497329800
2009-10-01,26.478571,29.815714,25.814285,26.928572,17.887169,3239044200
2009-11-01,27.114286,29.714285,26.510000,28.558571,18.969887,2113696200
2009-12-01,28.891428,30.564285,26.954287,30.104286,19.996618,2848489700
2010-01-01,30.490000,30.798571,27.178572,27.437143,18.224987,3792248600
2010-02-01,27.481428,29.309999,27.264286,29.231428,19.416830,2694020000
2010-03-01,29.392857,33.925713,29.350000,33.571430,22.299650,3038543200
2010-04-01,33.915714,38.922855,33.250000,37.298573,24.775391,3091782400
2010-05-01,37.691429,38.268570,28.464285,36.697144,24.375896,4520663700
2010-06-01,37.098572,39.858570,34.599998,35.932858,23.868223,4162813200
2010-07-01,36.328571,37.998573,34.228573,36.750000,24.411009,3917426100
2010-08-01,37.205715,37.754284,33.651428,34.728573,23.068285,2397280200
2010-09-01,35.352856,42.104286,35.182858,40.535713,26.925646,2962479800
2010-10-01,40.878571,45.571430,39.681427,42.997143,28.560642,3058644400
2010-11-01,43.174286,45.900002,42.537144,44.450001,29.525690,2377021500
2010-12-01,45.038570,46.665714,44.984287,46.080002,30.608423,1743308700
2011-01-01,46.520000,49.799999,46.405716,48.474285,32.198803,2710383900
2011-02-01,48.757141,52.128571,48.245716,50.458572,33.516846,2323987400
2011-03-01,50.781429,51.667141,46.608570,49.787144,33.070869,2826614700
2011-04-01,50.158573,50.732857,45.737144,50.018570,33.224590,2313457300
2011-05-01,49.962856,50.261429,47.060001,49.689999,33.006325,1728015100
2011-06-01,49.838570,50.304287,44.357143,47.952858,31.852455,2315962600
2011-07-01,47.992859,57.785713,47.742859,55.782856,37.053482,2663486700
2011-08-01,56.825714,57.071430,50.431427,54.975716,36.517345,4035649800
2011-09-01,55.117142,60.408573,52.354286,54.474285,36.184277,2994362000
2011-10-01,54.338570,60.957142,50.605713,57.825714,38.410450,3285356900
2011-11-01,56.772858,58.285713,51.902859,54.599998,36.267776,2240925400
2011-12-01,54.648571,58.441429,53.954285,57.857143,38.431324,1576633100
2012-01-01,58.485714,65.462860,58.428570,65.211426,43.316364,1714963600
2012-02-01,65.487144,78.230003,64.854286,77.491432,51.473301,2842138600
2012-03-01,78.309998,88.778572,73.745712,85.650002,56.892590,3896084500
2012-04-01,85.975716,92.000000,79.285713,83.425713,55.415123,3899747600
2012-05-01,83.557144,85.251427,74.597145,82.532860,54.822044,2776586400
2012-06-01,81.308571,84.285713,78.357140,83.428574,55.417011,1963956400
2012-07-01,83.532860,88.552856,81.428574,87.251427,57.956322,2227412600
2012-08-01,87.987144,97.267143,85.750000,95.034286,63.126057,2069051600
2012-09-01,95.108574,100.724289,93.714287,95.300003,65.255394,2299751300
2012-10-01,95.879997,96.678574,83.957146,85.045715,58.233910,3035707500
2012-11-01,85.459999,86.142860,72.250000,83.611427,57.251804,3232462800
2012-12-01,84.807144,84.941429,71.604286,76.024284,53.767834,3033188200
2013-01-01,79.117142,79.285713,62.142857,65.070000,46.020473,3280855900
2013-02-01,65.587143,69.277145,62.522858,63.057144,44.596889,2336008500
2013-03-01,62.571430,67.135712,59.857143,63.237144,46.614876,2294219200
2013-04-01,63.128571,63.607143,55.014286,63.254284,46.627518,2740872400
2013-05-01,63.494286,66.535713,59.842857,64.247147,47.359402,2361882600
2013-06-01,64.389999,64.918571,55.552856,56.647144,43.771873,1754634000
2013-07-01,57.527142,65.334282,57.317142,64.647141,49.953552,1634528700
2013-08-01,65.107140,73.391426,64.751427,69.602859,53.782887,2014584600
2013-09-01,70.442856,72.559998,63.888573,68.107140,55.159863,2157735300
2013-10-01,68.349998,77.035713,68.325714,74.671425,60.476246,1959433000
2013-11-01,74.860001,79.761429,73.197144,79.438568,64.337143,1306288900
2013-12-01,79.714287,82.162857,76.971428,80.145714,67.658981,1764349300
2014-01-01,79.382858,80.028572,70.507141,71.514282,60.372318,2191488600
2014-02-01,71.801430,78.741432,71.328575,75.177139,63.464516,1470091700
2014-03-01,74.774284,78.428574,74.687141,76.677139,67.544098,1250424700
2014-04-01,76.822861,85.632858,73.047142,84.298569,74.257759,1608765200
2014-05-01,84.571426,92.024284,82.904289,90.428574,79.657608,1433917100
2014-06-01,90.565712,95.050003,88.928574,92.930000,85.172630,1206934800
2014-07-01,93.519997,99.440002,92.570000,95.599998,87.619743,1035086000
2014-08-01,94.900002,102.900002,93.279999,102.500000,93.943756,937077000
2014-09-01,103.059998,103.739998,96.139999,100.750000,92.799133,1526420000
2014-10-01,100.589996,108.040001,95.180000,108.000000,99.476997,1360280200
2014-11-01,108.220001,119.750000,107.720001,118.930000,109.544456,820408200
2014-12-01,118.809998,119.250000,106.260002,110.379997,102.110046,1073594600
2015-01-01,111.389999,120.000000,104.629997,117.160004,108.382065,1304643800
2015-02-01,118.050003,133.600006,116.080002,128.460007,118.835442,1136535200
2015-03-01,129.250000,130.279999,121.629997,124.430000,115.561661,1138642100
2015-04-01,124.820000,134.539993,123.099998,125.150002,116.230362,996135500
2015-05-01,126.099998,132.970001,123.360001,130.279999,120.994698,954152100
2015-06-01,130.279999,131.389999,124.480003,125.430000,116.976997,878512600
2015-07-01,126.900002,132.970001,119.220001,121.300003,113.125298,1057507200
2015-08-01,121.500000,122.570000,92.000000,112.919998,105.310059,1786018000
2015-09-01,110.150002,116.889999,107.360001,110.300003,103.332245,1206547300
2015-10-01,109.070000,121.220001,107.309998,119.500000,111.951080,1112323100
2015-11-01,120.800003,123.820000,111.000000,118.300003,110.826881,750640600
2015-12-01,118.750000,119.860001,104.820000,105.260002,99.032730,921529700
2016-01-01,102.610001,105.849998,92.389999,97.339996,91.581261,1271024100
2016-02-01,96.470001,98.889999,92.589996,96.690002,90.969727,810862600
2016-03-01,97.650002,110.419998,97.419998,108.989998,103.098488,746049600
2016-04-01,108.779999,112.389999,92.510002,93.739998,88.672829,872396200
